Difficulty,Trial,Solver,Time(ms),Steps,NodesExpanded,MemoryUsed(bytes),Seed,BoardState
35,5,Greedy Best-First Search,28,121,12186,39071488,1746611428233,"[1, 2, 6, 4, 3, 5, 0, 7, 13, 9, 11, 8, 15, 10, 14, 12]"
35,5,A* Search,28,27,16074,38807056,1746611428233,"[1, 2, 6, 4, 3, 5, 0, 7, 13, 9, 11, 8, 15, 10, 14, 12]"
36,1,Greedy Best-First Search,12,74,1189,28878136,1746611428292,"[1, 7, 14, 3, 4, 2, 8, 0, 6, 9, 10, 12, 5, 13, 11, 15]"
36,1,A* Search,23,30,12289,36846960,1746611428292,"[1, 7, 14, 3, 4, 2, 8, 0, 6, 9, 10, 12, 5, 13, 11, 15]"
36,2,Greedy Best-First Search,11,68,1079,28114552,1746611428332,"[1, 3, 9, 2, 6, 0, 8, 4, 13, 10, 7, 12, 14, 5, 11, 15]"
36,2,A* Search,10,22,346,28144672,1746611428332,"[1, 3, 9, 2, 6, 0, 8, 4, 13, 10, 7, 12, 14, 5, 11, 15]"
36,3,Greedy Best-First Search,11,70,954,28714520,1746611428357,"[5, 1, 7, 3, 2, 6, 4, 8, 13, 14, 0, 11, 15, 9, 10, 12]"
36,3,A* Search,18,24,1333,29323920,1746611428357,"[5, 1, 7, 3, 2, 6, 4, 8, 13, 14, 0, 11, 15, 9, 10, 12]"
36,4,Greedy Best-First Search,12,66,1717,28950256,1746611428391,"[1, 2, 0, 11, 5, 6, 8, 3, 14, 10, 7, 4, 15, 9, 13, 12]"
36,4,A* Search,40,30,27053,48218712,1746611428391,"[1, 2, 0, 11, 5, 6, 8, 3, 14, 10, 7, 4, 15, 9, 13, 12]"
36,5,Greedy Best-First Search,14,80,1996,29270376,1746611428447,"[1, 4, 3, 11, 5, 0, 10, 7, 9, 2, 8, 14, 13, 6, 15, 12]"
36,5,A* Search,28,28,15605,38741448,1746611428447,"[1, 4, 3, 11, 5, 0, 10, 7, 9, 2, 8, 14, 13, 6, 15, 12]"
37,1,Greedy Best-First Search,11,33,161,27982624,1746611428493,"[1, 2, 8, 0, 5, 6, 7, 3, 13, 9, 11, 4, 15, 10, 14, 12]"
37,1,A* Search,12,21,1169,28716648,1746611428493,"[1, 2, 8, 0, 5, 6, 7, 3, 13, 9, 11, 4, 15, 10, 14, 12]"
37,2,Greedy Best-First Search,11,39,1792,29277664,1746611428520,"[1, 2, 3, 0, 13, 7, 8, 4, 14, 6, 5, 12, 9, 10, 11, 15]"
37,2,A* Search,12,23,3065,30047264,1746611428520,"[1, 2, 3, 0, 13, 7, 8, 4, 14, 6, 5, 12, 9, 10, 11, 15]"
37,3,Greedy Best-First Search,12,57,1553,28782768,1746611428548,"[1, 6, 2, 8, 5, 4, 7, 3, 9, 13, 15, 0, 14, 10, 12, 11]"
37,3,A* Search,11,23,1092,28293296,1746611428548,"[1, 6, 2, 8, 5, 4, 7, 3, 9, 13, 15, 0, 14, 10, 12, 11]"
37,4,Greedy Best-First Search,10,33,405,27545664,1746611428576,"[1, 0, 6, 8, 5, 10, 2, 4, 9, 7, 11, 3, 13, 14, 15, 12]"
37,4,A* Search,11,17,243,28064128,1746611428576,"[1, 0, 6, 8, 5, 10, 2, 4, 9, 7, 11, 3, 13, 14, 15, 12]"
37,5,Greedy Best-First Search,12,43,1480,28698120,1746611428601,"[1, 2, 3, 0, 5, 11, 8, 4, 13, 6, 7, 15, 10, 9, 14, 12]"
37,5,A* Search,17,19,514,28229144,1746611428601,"[1, 2, 3, 0, 5, 11, 8, 4, 13, 6, 7, 15, 10, 9, 14, 12]"
38,1,Greedy Best-First Search,20,106,3680,31347432,1746611428634,"[1, 14, 3, 8, 2, 0, 4, 10, 7, 13, 6, 15, 9, 5, 12, 11]"
38,1,A* Search,603,38,326792,178098104,1746611428634,"[1, 14, 3, 8, 2, 0, 4, 10, 7, 13, 6, 15, 9, 5, 12, 11]"
38,2,Greedy Best-First Search,8,52,1802,28163816,1746611429262,"[1, 14, 6, 2, 10, 7, 4, 3, 5, 8, 12, 15, 9, 13, 11, 0]"
38,2,A* Search,5,26,244,33072184,1746611429262,"[1, 14, 6, 2, 10, 7, 4, 3, 5, 8, 12, 15, 9, 13, 11, 0]"
38,3,Greedy Best-First Search,12,10,63,28359312,1746611429281,"[2, 5, 3, 4, 1, 6, 8, 0, 9, 10, 7, 11, 13, 14, 15, 12]"
38,3,A* Search,6,10,46,26972872,1746611429281,"[2, 5, 3, 4, 1, 6, 8, 0, 9, 10, 7, 11, 13, 14, 15, 12]"
38,4,Greedy Best-First Search,10,52,1905,28349232,1746611429304,"[1, 2, 0, 3, 5, 6, 4, 7, 9, 14, 11, 12, 10, 13, 15, 8]"
38,4,A* Search,119,28,77781,85208192,1746611429304,"[1, 2, 0, 3, 5, 6, 4, 7, 9, 14, 11, 12, 10, 13, 15, 8]"
38,5,Greedy Best-First Search,12,116,3771,30829016,1746611429438,"[1, 8, 0, 3, 7, 2, 14, 4, 10, 5, 6, 11, 9, 13, 15, 12]"
38,5,A* Search,11,24,1199,27843320,1746611429438,"[1, 8, 0, 3, 7, 2, 14, 4, 10, 5, 6, 11, 9, 13, 15, 12]"
39,1,Greedy Best-First Search,13,77,2785,30047496,1746611429467,"[2, 5, 15, 3, 1, 7, 4, 8, 13, 0, 11, 9, 10, 6, 14, 12]"
39,1,A* Search,88,33,52606,50736944,1746611429467,"[2, 5, 15, 3, 1, 7, 4, 8, 13, 0, 11, 9, 10, 6, 14, 12]"
39,2,Greedy Best-First Search,14,157,5234,32363560,1746611429572,"[1, 3, 4, 10, 6, 8, 0, 9, 5, 14, 11, 2, 7, 13, 15, 12]"
39,2,A* Search,105,35,58812,71346624,1746611429572,"[1, 3, 4, 10, 6, 8, 0, 9, 5, 14, 11, 2, 7, 13, 15, 12]"
39,3,Greedy Best-First Search,8,39,803,28169280,1746611429697,"[5, 1, 3, 0, 2, 9, 6, 4, 13, 7, 11, 8, 14, 15, 10, 12]"
39,3,A* Search,11,19,92,26882632,1746611429697,"[5, 1, 3, 0, 2, 9, 6, 4, 13, 7, 11, 8, 14, 15, 10, 12]"
39,4,Greedy Best-First Search,12,91,3414,30645552,1746611429722,"[1, 10, 3, 4, 5, 6, 8, 2, 9, 0, 12, 7, 13, 14, 11, 15]"
39,4,A* Search,8,21,2359,28404416,1746611429722,"[1, 10, 3, 4, 5, 6, 8, 2, 9, 0, 12, 7, 13, 14, 11, 15]"
39,5,Greedy Best-First Search,13,39,1425,29216960,1746611429747,"[2, 5, 8, 7, 1, 6, 0, 15, 9, 10, 3, 11, 13, 14, 4, 12]"
39,5,A* Search,28,29,20028,42326264,1746611429747,"[2, 5, 8, 7, 1, 6, 0, 15, 9, 10, 3, 11, 13, 14, 4, 12]"
40,1,Greedy Best-First Search,26,150,14406,41044960,1746611429793,"[3, 5, 4, 7, 2, 1, 8, 0, 10, 6, 13, 11, 14, 15, 9, 12]"
40,1,A* Search,400,36,211787,123416280,1746611429793,"[3, 5, 4, 7, 2, 1, 8, 0, 10, 6, 13, 11, 14, 15, 9, 12]"
40,2,Greedy Best-First Search,20,120,9924,36392656,1746611430225,"[4, 1, 3, 8, 2, 0, 11, 14, 9, 5, 7, 15, 13, 10, 6, 12]"
40,2,A* Search,189,34,108916,59769288,1746611430225,"[4, 1, 3, 8, 2, 0, 11, 14, 9, 5, 7, 15, 13, 10, 6, 12]"
40,3,Greedy Best-First Search,13,96,3422,29817128,1746611430440,"[1, 2, 4, 8, 5, 7, 10, 0, 14, 3, 6, 15, 9, 13, 12, 11]"
40,3,A* Search,15,24,1815,29148296,1746611430440,"[1, 2, 4, 8, 5, 7, 10, 0, 14, 3, 6, 15, 9, 13, 12, 11]"
40,4,Greedy Best-First Search,6,50,1653,28394328,1746611430475,"[2, 3, 8, 7, 1, 5, 10, 0, 9, 15, 11, 4, 13, 6, 14, 12]"
40,4,A* Search,10,20,211,27029856,1746611430475,"[2, 3, 8, 7, 1, 5, 10, 0, 9, 15, 11, 4, 13, 6, 14, 12]"
40,5,Greedy Best-First Search,11,56,1955,29451392,1746611430496,"[1, 8, 7, 2, 6, 0, 4, 3, 5, 13, 10, 12, 14, 9, 11, 15]"
40,5,A* Search,7,22,273,27080392,1746611430496,"[1, 8, 7, 2, 6, 0, 4, 3, 5, 13, 10, 12, 14, 9, 11, 15]"
41,1,Greedy Best-First Search,12,21,73,27851096,1746611430520,"[1, 7, 4, 0, 14, 3, 10, 8, 6, 2, 5, 12, 9, 13, 11, 15]"
41,1,A* Search,7,21,116,27075136,1746611430520,"[1, 7, 4, 0, 14, 3, 10, 8, 6, 2, 5, 12, 9, 13, 11, 15]"
41,2,Greedy Best-First Search,8,105,2234,29031512,1746611430544,"[1, 4, 6, 8, 0, 14, 2, 3, 9, 13, 7, 15, 10, 5, 12, 11]"
41,2,A* Search,18,31,8130,33863136,1746611430544,"[1, 4, 6, 8, 0, 14, 2, 3, 9, 13, 7, 15, 10, 5, 12, 11]"
41,3,Greedy Best-First Search,21,107,9030,35265192,1746611430578,"[1, 3, 8, 10, 9, 2, 4, 5, 6, 15, 12, 0, 13, 14, 11, 7]"
41,3,A* Search,84,33,53843,66801952,1746611430578,"[1, 3, 8, 10, 9, 2, 4, 5, 6, 15, 12, 0, 13, 14, 11, 7]"
41,4,Greedy Best-First Search,11,49,1131,28643976,1746611430690,"[1, 8, 7, 3, 5, 2, 0, 4, 9, 14, 10, 12, 6, 13, 11, 15]"
41,4,A* Search,7,21,722,27437552,1746611430690,"[1, 8, 7, 3, 5, 2, 0, 4, 9, 14, 10, 12, 6, 13, 11, 15]"
41,5,Greedy Best-First Search,14,75,1182,28822024,1746611430713,"[1, 2, 7, 6, 5, 10, 4, 11, 9, 0, 15, 3, 13, 8, 14, 12]"
41,5,A* Search,14,25,3650,31104568,1746611430713,"[1, 2, 7, 6, 5, 10, 4, 11, 9, 0, 15, 3, 13, 8, 14, 12]"
42,1,Greedy Best-First Search,7,86,1424,27995576,1746611430746,"[1, 2, 7, 11, 9, 4, 10, 3, 6, 14, 0, 8, 5, 13, 15, 12]"
42,1,A* Search,15,26,2790,29766736,1746611430746,"[1, 2, 7, 11, 9, 4, 10, 3, 6, 14, 0, 8, 5, 13, 15, 12]"
42,2,Greedy Best-First Search,5,56,1284,28095048,1746611430774,"[1, 2, 0, 3, 7, 10, 8, 6, 5, 14, 11, 4, 9, 13, 15, 12]"
42,2,A* Search,10,22,1284,27887352,1746611430774,"[1, 2, 0, 3, 7, 10, 8, 6, 5, 14, 11, 4, 9, 13, 15, 12]"
42,3,Greedy Best-First Search,8,70,1674,28121016,1746611430795,"[1, 2, 15, 7, 5, 6, 11, 3, 0, 13, 8, 4, 10, 9, 14, 12]"
42,3,A* Search,8,24,857,27526608,1746611430795,"[1, 2, 15, 7, 5, 6, 11, 3, 0, 13, 8, 4, 10, 9, 14, 12]"
42,4,Greedy Best-First Search,44,116,22476,43390808,1746611430816,"[1, 4, 0, 7, 2, 3, 5, 10, 6, 9, 8, 15, 13, 14, 12, 11]"
42,4,A* Search,24,30,13378,36805936,1746611430816,"[1, 4, 0, 7, 2, 3, 5, 10, 6, 9, 8, 15, 13, 14, 12, 11]"
42,5,Greedy Best-First Search,18,76,3801,30722216,1746611430889,"[5, 1, 0, 3, 2, 7, 8, 11, 13, 9, 4, 15, 6, 10, 14, 12]"
42,5,A* Search,12,28,2139,30277744,1746611430889,"[5, 1, 0, 3, 2, 7, 8, 11, 13, 9, 4, 15, 6, 10, 14, 12]"
43,1,Greedy Best-First Search,29,155,12487,35038152,1746611430925,"[3, 8, 10, 14, 2, 1, 0, 4, 13, 9, 15, 11, 5, 7, 6, 12]"
43,1,A* Search,588,41,313599,181425152,1746611430925,"[3, 8, 10, 14, 2, 1, 0, 4, 13, 9, 15, 11, 5, 7, 6, 12]"
43,2,Greedy Best-First Search,6,7,16,27841248,1746611431550,"[1, 0, 2, 3, 5, 6, 8, 4, 9, 10, 7, 11, 13, 14, 15, 12]"
43,2,A* Search,14,7,16,26918104,1746611431550,"[1, 0, 2, 3, 5, 6, 8, 4, 9, 10, 7, 11, 13, 14, 15, 12]"
43,3,Greedy Best-First Search,6,13,31,27340336,1746611431576,"[1, 6, 2, 3, 0, 9, 8, 4, 10, 5, 7, 11, 13, 14, 15, 12]"
43,3,A* Search,8,13,47,26856064,1746611431576,"[1, 6, 2, 3, 0, 9, 8, 4, 10, 5, 7, 11, 13, 14, 15, 12]"
43,4,Greedy Best-First Search,12,59,976,28416664,1746611431594,"[1, 6, 3, 8, 14, 10, 12, 2, 5, 13, 11, 4, 9, 7, 0, 15]"
43,4,A* Search,50,31,26813,40273368,1746611431594,"[1, 6, 3, 8, 14, 10, 12, 2, 5, 13, 11, 4, 9, 7, 0, 15]"
43,5,Greedy Best-First Search,18,89,2553,30434272,1746611431662,"[1, 7, 3, 2, 14, 8, 6, 4, 10, 0, 5, 15, 9, 13, 12, 11]"
43,5,A* Search,407,35,220766,98409200,1746611431662,"[1, 7, 3, 2, 14, 8, 6, 4, 10, 0, 5, 15, 9, 13, 12, 11]"
44,1,Greedy Best-First Search,27,122,9472,37184328,1746611432093,"[2, 3, 4, 11, 7, 1, 6, 5, 13, 9, 15, 8, 10, 0, 14, 12]"
44,1,A* Search,220,34,118751,64867976,1746611432093,"[2, 3, 4, 11, 7, 1, 6, 5, 13, 9, 15, 8, 10, 0, 14, 12]"
44,2,Greedy Best-First Search,14,90,6396,33127056,1746611432346,"[1, 8, 3, 6, 5, 13, 7, 2, 0, 9, 11, 4, 14, 10, 15, 12]"
44,2,A* Search,48,30,26418,46193840,1746611432346,"[1, 8, 3, 6, 5, 13, 7, 2, 0, 9, 11, 4, 14, 10, 15, 12]"
44,3,Greedy Best-First Search,9,60,678,28379112,1746611432413,"[2, 4, 7, 8, 1, 5, 13, 3, 14, 6, 0, 11, 15, 10, 9, 12]"
44,3,A* Search,8,28,1656,28090800,1746611432413,"[2, 4, 7, 8, 1, 5, 13, 3, 14, 6, 0, 11, 15, 10, 9, 12]"
44,4,Greedy Best-First Search,13,36,453,28073616,1746611432435,"[2, 3, 6, 4, 1, 5, 7, 8, 14, 10, 0, 11, 13, 15, 9, 12]"
44,4,A* Search,27,26,19577,41562248,1746611432435,"[2, 3, 6, 4, 1, 5, 7, 8, 14, 10, 0, 11, 13, 15, 9, 12]"
44,5,Greedy Best-First Search,11,106,3468,29896744,1746611432480,"[1, 7, 10, 4, 9, 8, 2, 0, 3, 5, 6, 12, 13, 14, 11, 15]"
44,5,A* Search,14,26,2130,29284192,1746611432480,"[1, 7, 10, 4, 9, 8, 2, 0, 3, 5, 6, 12, 13, 14, 11, 15]"
45,1,Greedy Best-First Search,14,101,4010,30306304,1746611432510,"[1, 3, 4, 2, 0, 14, 11, 8, 6, 13, 15, 10, 5, 9, 12, 7]"
45,1,A* Search,179,35,110647,109274872,1746611432510,"[1, 3, 4, 2, 0, 14, 11, 8, 6, 13, 15, 10, 5, 9, 12, 7]"
45,2,Greedy Best-First Search,13,93,2703,30080488,1746611432708,"[1, 0, 2, 15, 5, 6, 3, 7, 9, 11, 12, 14, 10, 13, 4, 8]"
45,2,A* Search,587,37,304271,167508032,1746611432708,"[1, 0, 2, 15, 5, 6, 3, 7, 9, 11, 12, 14, 10, 13, 4, 8]"
45,3,Greedy Best-First Search,15,113,4912,31317824,1746611433314,"[1, 4, 8, 7, 6, 3, 15, 10, 14, 9, 12, 0, 5, 13, 11, 2]"
45,3,A* Search,18,33,8691,32670272,1746611433314,"[1, 4, 8, 7, 6, 3, 15, 10, 14, 9, 12, 0, 5, 13, 11, 2]"
45,4,Greedy Best-First Search,16,125,5092,32918720,1746611433352,"[1, 3, 8, 4, 5, 7, 0, 10, 14, 13, 6, 12, 2, 9, 11, 15]"
45,4,A* Search,64,31,41693,48455776,1746611433352,"[1, 3, 8, 4, 5, 7, 0, 10, 14, 13, 6, 12, 2, 9, 11, 15]"
45,5,Greedy Best-First Search,30,155,13091,36263488,1746611433438,"[1, 9, 2, 4, 14, 3, 6, 8, 7, 0, 13, 12, 10, 5, 11, 15]"
45,5,A* Search,14,27,2283,29439688,1746611433438,"[1, 9, 2, 4, 14, 3, 6, 8, 7, 0, 13, 12, 10, 5, 11, 15]"
46,1,Greedy Best-First Search,6,76,1222,28131976,1746611433488,"[1, 7, 6, 2, 4, 14, 3, 11, 5, 8, 10, 12, 9, 13, 15, 0]"
46,1,A* Search,29,32,17446,39664672,1746611433488,"[1, 7, 6, 2, 4, 14, 3, 11, 5, 8, 10, 12, 9, 13, 15, 0]"
46,2,Greedy Best-First Search,17,174,4021,32393816,1746611433528,"[1, 4, 0, 7, 14, 3, 10, 6, 12, 13, 2, 8, 5, 9, 11, 15]"
46,2,A* Search,8,30,519,27757624,1746611433528,"[1, 4, 0, 7, 14, 3, 10, 6, 12, 13, 2, 8, 5, 9, 11, 15]"
46,3,Greedy Best-First Search,10,58,1896,28455160,1746611433557,"[0, 5, 7, 3, 2, 1, 4, 8, 14, 13, 10, 11, 6, 9, 15, 12]"
46,3,A* Search,14,26,1618,28914408,1746611433557,"[0, 5, 7, 3, 2, 1, 4, 8, 14, 13, 10, 11, 6, 9, 15, 12]"
46,4,Greedy Best-First Search,4,16,78,27066384,1746611433586,"[1, 6, 2, 3, 10, 9, 8, 4, 0, 5, 7, 12, 13, 14, 11, 15]"
46,4,A* Search,8,14,77,27081752,1746611433586,"[1, 6, 2, 3, 10, 9, 8, 4, 0, 5, 7, 12, 13, 14, 11, 15]"
46,5,Greedy Best-First Search,17,150,7397,35489888,1746611433604,"[1, 14, 3, 6, 5, 0, 4, 8, 7, 10, 15, 2, 9, 13, 12, 11]"
46,5,A* Search,100,34,52480,50783464,1746611433604,"[1, 14, 3, 6, 5, 0, 4, 8, 7, 10, 15, 2, 9, 13, 12, 11]"
47,1,Greedy Best-First Search,16,149,6566,33923480,1746611433727,"[3, 8, 5, 7, 2, 1, 0, 4, 13, 6, 15, 11, 14, 10, 9, 12]"
47,1,A* Search,13,27,667,29014336,1746611433727,"[3, 8, 5, 7, 2, 1, 0, 4, 13, 6, 15, 11, 14, 10, 9, 12]"
47,2,Greedy Best-First Search,16,129,8200,35804784,1746611433761,"[2, 3, 10, 0, 7, 14, 5, 4, 9, 6, 15, 11, 13, 1, 8, 12]"
47,2,A* Search,719,39,392416,215556744,1746611433761,"[2, 3, 10, 0, 7, 14, 5, 4, 9, 6, 15, 11, 13, 1, 8, 12]"
47,3,Greedy Best-First Search,8,65,539,28259808,1746611434501,"[1, 2, 3, 11, 5, 4, 7, 13, 15, 6, 14, 0, 9, 8, 10, 12]"
47,3,A* Search,988,39,501929,202449768,1746611434501,"[1, 2, 3, 11, 5, 4, 7, 13, 15, 6, 14, 0, 9, 8, 10, 12]"
47,4,Greedy Best-First Search,5,69,1140,28153536,1746611435504,"[1, 5, 2, 15, 9, 14, 4, 3, 10, 0, 12, 11, 7, 13, 8, 6]"
47,4,A* Search,60,37,40755,51334512,1746611435504,"[1, 5, 2, 15, 9, 14, 4, 3, 10, 0, 12, 11, 7, 13, 8, 6]"
47,5,Greedy Best-First Search,16,89,2809,29956392,1746611435574,"[1, 3, 6, 4, 10, 14, 13, 2, 7, 12, 8, 15, 5, 9, 0, 11]"
47,5,A* Search,14,33,5842,32070896,1746611435574,"[1, 3, 6, 4, 10, 14, 13, 2, 7, 12, 8, 15, 5, 9, 0, 11]"
48,1,Greedy Best-First Search,8,48,569,27234656,1746611435609,"[1, 2, 8, 3, 5, 0, 7, 11, 13, 6, 4, 15, 14, 10, 9, 12]"
48,1,A* Search,16,22,563,28133592,1746611435609,"[1, 2, 8, 3, 5, 0, 7, 11, 13, 6, 4, 15, 14, 10, 9, 12]"
48,2,Greedy Best-First Search,10,60,335,27344456,1746611435642,"[1, 2, 3, 4, 14, 0, 13, 11, 8, 10, 15, 7, 5, 9, 6, 12]"
48,2,A* Search,16,30,7544,32340480,1746611435642,"[1, 2, 3, 4, 14, 0, 13, 11, 8, 10, 15, 7, 5, 9, 6, 12]"
48,3,Greedy Best-First Search,16,106,6120,33466992,1746611435672,"[1, 6, 5, 3, 10, 9, 2, 4, 7, 14, 15, 8, 13, 0, 12, 11]"
48,3,A* Search,7,24,718,27454224,1746611435672,"[1, 6, 5, 3, 10, 9, 2, 4, 7, 14, 15, 8, 13, 0, 12, 11]"
48,4,Greedy Best-First Search,15,82,3101,30341040,1746611435702,"[1, 2, 4, 8, 13, 14, 6, 7, 11, 10, 0, 3, 5, 9, 15, 12]"
48,4,A* Search,47,30,30517,40044096,1746611435702,"[1, 2, 4, 8, 13, 14, 6, 7, 11, 10, 0, 3, 5, 9, 15, 12]"
48,5,Greedy Best-First Search,9,110,3901,30470528,1746611435769,"[2, 8, 3, 4, 1, 5, 11, 9, 13, 6, 14, 7, 15, 0, 10, 12]"
48,5,A* Search,302,34,166514,70248808,1746611435769,"[2, 8, 3, 4, 1, 5, 11, 9, 13, 6, 14, 7, 15, 0, 10, 12]"
49,1,Greedy Best-First Search,4,35,131,27164744,1746611436086,"[1, 2, 8, 3, 7, 6, 0, 13, 10, 9, 11, 4, 14, 5, 15, 12]"
49,1,A* Search,133,33,79178,87136200,1746611436086,"[1, 2, 8, 3, 7, 6, 0, 13, 10, 9, 11, 4, 14, 5, 15, 12]"
49,2,Greedy Best-First Search,13,105,3531,31479280,1746611436230,"[1, 4, 14, 2, 13, 7, 0, 8, 5, 10, 6, 12, 3, 9, 11, 15]"
49,2,A* Search,14873,43,6351852,2743788280,1746611436230,"[1, 4, 14, 2, 13, 7, 0, 8, 5, 10, 6, 12, 3, 9, 11, 15]"
49,3,Greedy Best-First Search,6,49,2417,32133032,1746611451123,"[2, 4, 5, 3, 10, 9, 6, 8, 13, 0, 1, 11, 14, 15, 7, 12]"
49,3,A* Search,46,31,34173,52014288,1746611451123,"[2, 4, 5, 3, 10, 9, 6, 8, 13, 0, 1, 11, 14, 15, 7, 12]"
49,4,Greedy Best-First Search,10,83,1070,29498432,1746611451185,"[5, 1, 3, 4, 2, 13, 11, 7, 15, 14, 9, 8, 10, 6, 0, 12]"
49,4,A* Search,14,29,8216,32902480,1746611451185,"[5, 1, 3, 4, 2, 13, 11, 7, 15, 14, 9, 8, 10, 6, 0, 12]"
49,5,Greedy Best-First Search,14,53,2085,29535568,1746611451215,"[3, 8, 6, 0, 2, 1, 5, 4, 9, 10, 7, 11, 13, 14, 15, 12]"
49,5,A* Search,7,19,151,28415184,1746611451215,"[3, 8, 6, 0, 2, 1, 5, 4, 9, 10, 7, 11, 13, 14, 15, 12]"
50,1,Greedy Best-First Search,16,46,1285,28008624,1746611451244,"[1, 6, 0, 2, 5, 7, 10, 8, 14, 3, 4, 11, 9, 13, 15, 12]"
50,1,A* Search,23,26,5646,31845600,1746611451244,"[1, 6, 0, 2, 5, 7, 10, 8, 14, 3, 4, 11, 9, 13, 15, 12]"
50,2,Greedy Best-First Search,13,20,54,27914696,1746611451293,"[2, 3, 4, 7, 1, 5, 15, 11, 13, 9, 6, 8, 10, 0, 14, 12]"
50,2,A* Search,12,20,54,26936096,1746611451293,"[2, 3, 4, 7, 1, 5, 15, 11, 13, 9, 6, 8, 10, 0, 14, 12]"
50,3,Greedy Best-First Search,30,150,9238,37954696,1746611451324,"[1, 6, 2, 10, 7, 11, 3, 8, 0, 9, 15, 5, 13, 14, 12, 4]"
50,3,A* Search,1050,38,544157,320351096,1746611451324,"[1, 6, 2, 10, 7, 11, 3, 8, 0, 9, 15, 5, 13, 14, 12, 4]"
50,4,Greedy Best-First Search,20,126,9107,34865880,1746611452408,"[1, 4, 5, 8, 7, 9, 10, 0, 2, 3, 14, 11, 6, 13, 15, 12]"
50,4,A* Search,105,36,68165,56617984,1746611452408,"[1, 4, 5, 8, 7, 9, 10, 0, 2, 3, 14, 11, 6, 13, 15, 12]"
50,5,Greedy Best-First Search,8,70,993,27839304,1746611452539,"[5, 1, 6, 3, 2, 14, 11, 4, 15, 9, 0, 8, 10, 13, 7, 12]"
50,5,A* Search,37,30,16637,40486144,1746611452539,"[5, 1, 6, 3, 2, 14, 11, 4, 15, 9, 0, 8, 10, 13, 7, 12]"
51,1,Greedy Best-First Search,6,29,240,27364032,1746611452592,"[1, 3, 7, 4, 10, 9, 2, 8, 5, 0, 12, 15, 13, 14, 6, 11]"
51,1,A* Search,11,23,2653,28818600,1746611452592,"[1, 3, 7, 4, 10, 9, 2, 8, 5, 0, 12, 15, 13, 14, 6, 11]"
51,2,Greedy Best-First Search,6,23,67,26926448,1746611452614,"[1, 3, 7, 6, 0, 9, 2, 4, 14, 5, 12, 8, 10, 13, 11, 15]"
51,2,A* Search,9,23,496,27186752,1746611452614,"[1, 3, 7, 6, 0, 9, 2, 4, 14, 5, 12, 8, 10, 13, 11, 15]"
51,3,Greedy Best-First Search,16,135,6632,32226392,1746611452635,"[2, 5, 3, 8, 1, 9, 13, 11, 14, 0, 10, 4, 15, 6, 7, 12]"
51,3,A* Search,2586,39,1249751,661390880,1746611452635,"[2, 5, 3, 8, 1, 9, 13, 11, 14, 0, 10, 4, 15, 6, 7, 12]"
51,4,Greedy Best-First Search,10,33,813,29654672,1746611455242,"[1, 3, 7, 10, 5, 2, 11, 8, 9, 13, 14, 4, 0, 6, 15, 12]"
51,4,A* Search,70,31,43594,44644208,1746611455242,"[1, 3, 7, 10, 5, 2, 11, 8, 9, 13, 14, 4, 0, 6, 15, 12]"
51,5,Greedy Best-First Search,30,175,17720,46828496,1746611455329,"[3, 6, 5, 11, 2, 1, 0, 7, 13, 9, 14, 4, 15, 8, 10, 12]"
51,5,A* Search,298,39,188468,105124160,1746611455329,"[3, 6, 5, 11, 2, 1, 0, 7, 13, 9, 14, 4, 15, 8, 10, 12]"
52,1,Greedy Best-First Search,19,156,8832,37284048,1746611455667,"[3, 7, 10, 8, 2, 1, 4, 11, 13, 6, 0, 5, 14, 9, 15, 12]"
52,1,A* Search,35,32,17095,33481032,1746611455667,"[3, 7, 10, 8, 2, 1, 4, 11, 13, 6, 0, 5, 14, 9, 15, 12]"
52,2,Greedy Best-First Search,13,34,269,28018008,1746611455725,"[1, 2, 8, 3, 5, 7, 11, 4, 13, 14, 0, 6, 10, 15, 9, 12]"
52,2,A* Search,8,22,930,28161736,1746611455725,"[1, 2, 8, 3, 5, 7, 11, 4, 13, 14, 0, 6, 10, 15, 9, 12]"
52,3,Greedy Best-First Search,15,124,3106,30134672,1746611455752,"[1, 5, 6, 2, 4, 0, 7, 3, 8, 14, 9, 15, 10, 13, 12, 11]"
52,3,A* Search,254,38,145353,76090392,1746611455752,"[1, 5, 6, 2, 4, 0, 7, 3, 8, 14, 9, 15, 10, 13, 12, 11]"
52,4,Greedy Best-First Search,9,56,1137,27524000,1746611456026,"[1, 7, 0, 9, 5, 2, 12, 4, 10, 6, 3, 15, 13, 14, 8, 11]"
52,4,A* Search,361,34,214947,132263216,1746611456026,"[1, 7, 0, 9, 5, 2, 12, 4, 10, 6, 3, 15, 13, 14, 8, 11]"
52,5,Greedy Best-First Search,7,42,281,26918744,1746611456401,"[2, 3, 4, 8, 1, 5, 11, 0, 13, 7, 6, 14, 15, 10, 9, 12]"
52,5,A* Search,15,28,5672,30980480,1746611456401,"[2, 3, 4, 8, 1, 5, 11, 0, 13, 7, 6, 14, 15, 10, 9, 12]"
53,1,Greedy Best-First Search,13,105,4368,31912104,1746611456428,"[1, 4, 8, 7, 2, 14, 0, 10, 5, 6, 3, 11, 9, 13, 15, 12]"
53,1,A* Search,6,25,1133,27708800,1746611456428,"[1, 4, 8, 7, 2, 14, 0, 10, 5, 6, 3, 11, 9, 13, 15, 12]"
